,Item serial Id,Serial,Cost Center,Cost of sales type,Input date,Price,Recovery,Month,Owner,Dept,S.Dept,S.Unit,Type,Year,jdate,month,year,month year
10713,418644951,M9N0CX19D01638D,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010329,65137614,0,140103,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-03-29 00:00:00,3,1401,1401-3
10714,419008491,59F0EDAC,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010307,11990826,0,140103,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-03-07 00:00:00,3,1401,1401-3
10715,420260751,141AC2CF,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010415,3073394,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-15 00:00:00,4,1401,1401-4
10716,420414781,EDD9F2D2,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010429,2740367,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-29 00:00:00,4,1401,1401-4
10717,420415098,7DF9CC65,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010408,15686239,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-08 00:00:00,4,1401,1401-4
10718,420533469,D64F0995,Commercial -Retail return -Retail return -Retail return -DAMAGED,Open Box,14010411,1330275,0,140104,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-04-11 00:00:00,4,1401,1401-4
10719,422883555,8DD3E7C5,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010428,1667106,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-28 00:00:00,4,1401,1401-4
10720,424092326,D69480CE,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010420,4484403,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-20 00:00:00,4,1401,1401-4
10721,424488578,3DBEB00A,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010420,3541285,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-20 00:00:00,4,1401,1401-4
10722,424500391,24980850,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010508,3669725,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-08 00:00:00,5,1401,1401-5
10723,424500537,1DAC3365,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010420,3669725,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-20 00:00:00,4,1401,1401-4
10724,424500583,B52356BC,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010418,3669725,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-18 00:00:00,4,1401,1401-4
10725,425297147,2000023149277,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010427,10849335,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-27 00:00:00,4,1401,1401-4
10726,425297179,2000007672706,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010427,10849335,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-27 00:00:00,4,1401,1401-4
10727,425297215,2000004285021,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010427,10849335,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-27 00:00:00,4,1401,1401-4
10728,426090886,6857C233,Commercial -Retail return -Retail return -Retail return -DAMAGED,Open Box,14010625,1350000,0,140106,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-06-25 00:00:00,6,1401,1401-6
10729,426825277,038AD903,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010628,1250000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-28 00:00:00,6,1401,1401-6
10730,428031762,658FA75B,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010426,2200000,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-26 00:00:00,4,1401,1401-4
10731,428369701,1E8563B0,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010501,11906422,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-01 00:00:00,5,1401,1401-5
10732,428758058,EC642E23,Commercial -Retail return -Retail return -Retail return -DAMAGED,Open Box,14010404,11990826,0,140104,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-04-04 00:00:00,4,1401,1401-4
10733,428758101,41FDE369,Commercial -Retail return -Retail return -Retail return -DAMAGED,Open Box,14010404,11990826,0,140104,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-04-04 00:00:00,4,1401,1401-4
10734,429456108,7471CFCE,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010420,3614151,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-20 00:00:00,4,1401,1401-4
10735,429457055,7B5DE49E,Commercial -Retail return -Retail return -Retail return -DAMAGED,Open Box,14010516,3614151,0,140105,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-05-16 00:00:00,5,1401,1401-5
10736,429963162,5ED2D911,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010606,5965000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-06 00:00:00,6,1401,1401-6
10737,429963175,5594B92A,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010601,5965000,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-01 00:00:00,6,1401,1401-6
10738,430100583,9B460E6C,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010502,4862386,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-02 00:00:00,5,1401,1401-5
10739,430100598,E7DEBC80,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010511,4862386,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-11 00:00:00,5,1401,1401-5
10740,430101641,527C84EC,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010504,4220184,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-04 00:00:00,5,1401,1401-5
10741,430101676,832CE88F,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010502,4220184,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-02 00:00:00,5,1401,1401-5
10742,431300015,2D3F7B10,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010429,3475146,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-29 00:00:00,4,1401,1401-4
10743,432221572,C2EA986D,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010502,3394522,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-02 00:00:00,5,1401,1401-5
10744,432221980,67E40F87,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010427,3394522,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-27 00:00:00,4,1401,1401-4
10745,432222225,C10670DA,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010427,3394522,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-27 00:00:00,4,1401,1401-4
10746,432222301,30CBD119,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010516,3394522,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-16 00:00:00,5,1401,1401-5
10747,432222393,CBB6DB78,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010502,3394522,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-02 00:00:00,5,1401,1401-5
10748,432222434,656A2E6A,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010515,3394522,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-15 00:00:00,5,1401,1401-5
10749,432283278,96FA7C45,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010619,6256500,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-19 00:00:00,6,1401,1401-6
10750,432527801,36EC7D98,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010511,4201836,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-11 00:00:00,5,1401,1401-5
10751,432528046,4753067F,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010421,4201836,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-21 00:00:00,4,1401,1401-4
10752,432662841,CD69822E,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010508,4220183,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-08 00:00:00,5,1401,1401-5
10753,432662905,E71DDFC2,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010429,4220183,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-29 00:00:00,4,1401,1401-4
10754,432663037,1A925C5A,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010613,4220183,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-13 00:00:00,6,1401,1401-6
10755,432663064,385C205B,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010431,4220183,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-31 00:00:00,4,1401,1401-4
10756,432663111,0236663F,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010615,4220183,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-15 00:00:00,6,1401,1401-6
10757,432663216,62C16208,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010511,4220183,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-11 00:00:00,5,1401,1401-5
10758,432868918,5390F207,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010504,4201836,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-04 00:00:00,5,1401,1401-5
10759,432868935,65E7ACE6,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010508,4201836,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-08 00:00:00,5,1401,1401-5
10760,432868943,6583581F,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010530,4201836,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-30 00:00:00,5,1401,1401-5
10761,432868947,FD8F9633,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010508,4201836,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-08 00:00:00,5,1401,1401-5
10762,432869037,F821BB5B,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010511,4201836,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-11 00:00:00,5,1401,1401-5
10763,432869229,6BA9EF25,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010511,4201836,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-11 00:00:00,5,1401,1401-5
10764,432869311,1C6847FD,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010514,4201836,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-14 00:00:00,5,1401,1401-5
10765,432869325,0E8132F1,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010615,4201836,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-15 00:00:00,6,1401,1401-6
10766,432906504,83F7F2C6,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010429,3385321,0,140104,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-04-29 00:00:00,4,1401,1401-4
10767,432947250,D53F1D98,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010603,3385321,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-03 00:00:00,6,1401,1401-6
10768,433056964,B0DBEE91,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010511,5091740,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-11 00:00:00,5,1401,1401-5
10769,433435406,219643AA,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010511,9174312,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-11 00:00:00,5,1401,1401-5
10770,433863340,K2203N0142504,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010614,669724770,0,140106,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-06-14 00:00:00,6,1401,1401-6
10771,434387530,0837D397,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010515,4201836,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-15 00:00:00,5,1401,1401-5
10772,434387651,E3AC7A3F,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010513,4201836,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-13 00:00:00,5,1401,1401-5
10773,434387732,052F513D,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010523,4201836,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-23 00:00:00,5,1401,1401-5
10774,434387768,CACCC002,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010530,4201836,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-30 00:00:00,5,1401,1401-5
10775,434849261,C653B75E,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010527,1010000,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-27 00:00:00,5,1401,1401-5
10776,435236607,1A3B972F,Commercial -Retail return -Retail return -Retail return -DAMAGED,Open Box,14010505,13119266,0,140105,Commercial,Retail return,Retail return,Retail return,DAMAGED,1401,1401-05-05 00:00:00,5,1401,1401-5
10777,435246121,66FD5996,Commercial - Retail return - Retail return - Retail return - Damaged,Open Box,14010504,3366973,0,140105,Commercial,Retail return,Retail return,Retail return,Damaged,1401,1401-05-04 00:00:00,5,1401,1401-5
